iter	RMSE
1514	0.3164088308
1515	0.3163268776
1516	0.3162964146
1517	0.3162034413
1518	0.3161690872
1519	0.3161024634
1520	0.3160173958
1521	0.3159543974
1522	0.3159237057
1523	0.3158575541
1524	0.3157930045
1525	0.3157095483
1526	0.3156367898
1527	0.3155622539
1528	0.3155099019
1529	0.3154513807
1530	0.3154047497
1531	0.3153171654
1532	0.3152052056
1533	0.3151475627
1534	0.3150955148
1535	0.3150646816
1536	0.3150091309
1537	0.3149566097
1538	0.314907955
1539	0.3148444043
1540	0.314778418
1541	0.3147155224
1542	0.314655534
1543	0.3146063332
1544	0.3145224545
1545	0.3144219604
1546	0.3143724436
1547	0.3142935268
1548	0.3142520123
1549	0.314212759
1550	0.3141403969
1551	0.3140593107
1552	0.3140195849
1553	0.313918037
1554	0.3138534837
1555	0.3138122237
1556	0.3137757241
1557	0.3137310427
1558	0.3136458096
1559	0.3136044464
1560	0.3135605693
1561	0.3135100591
1562	0.3134600217
1563	0.313410054
1564	0.3133460415
1565	0.3132923272
1566	0.3132310902
1567	0.3131810408
1568	0.3131342923
1569	0.3130522165
1570	0.3129950213
1571	0.3129298431
1572	0.3128995497
1573	0.3128734348
1574	0.3127816161
1575	0.3127215401
1576	0.3126689886
1577	0.3125994467
1578	0.3124904629
1579	0.3124441449
1580	0.3123552747
1581	0.3123015206
1582	0.3122619723
1583	0.3121950159
1584	0.3121284952
1585	0.3120135542
1586	0.3119556975
1587	0.3118767612
1588	0.3118253089
1589	0.3117677044
1590	0.3117174187
1591	0.3116569608
1592	0.3115707084
1593	0.3115365034
1594	0.3114999525
1595	0.3114519801
1596	0.3114109983
1597	0.3113259695
1598	0.311278367
1599	0.3112290342
1600	0.3111523665
1601	0.3111042295
1602	0.3110810866
1603	0.3110308287
1604	0.3109891588
1605	0.3109510113
1606	0.3108910753
1607	0.310824488
1608	0.3107677137
1609	0.3107237117
1610	0.3106678213
1611	0.3105276364
1612	0.3104448213
1613	0.3104138189
1614	0.3102943281
1615	0.3102267809
1616	0.3101729795
1617	0.3101260823
1618	0.3100316875
1619	0.30994203
1620	0.3099020748
1621	0.3097850251
1622	0.3097535088
1623	0.3097028641
1624	0.3096261713
1625	0.3095408106
1626	0.3094826398
1627	0.3094620491
1628	0.3094128765
1629	0.3093664687
1630	0.3092858277
1631	0.3092062013
1632	0.3091884669
1633	0.3091365866
1634	0.3090896691
1635	0.3090074903
1636	0.3089537261
1637	0.3088141642
1638	0.3087602136
1639	0.3087121953
1640	0.3086654989
1641	0.3086129805
1642	0.308585054
1643	0.3085550956
1644	0.3085254342
1645	0.3084785089
1646	0.3084406132
1647	0.308395122
1648	0.3083535637
1649	0.3083068195
1650	0.3082265096
1651	0.3081697246
1652	0.3081025541
1653	0.3080560722
1654	0.3079953905
1655	0.3079454542
1656	0.3078852572
1657	0.3078518556
1658	0.3078212038
1659	0.3077486065
1660	0.3076949517
1661	0.3076155204
1662	0.3075920279
1663	0.3075361978
1664	0.3074780738
1665	0.307416229
1666	0.3073598717
1667	0.3073008691
1668	0.3072290164
1669	0.3071639662
1670	0.3071088806
1671	0.3070642784
1672	0.307024932
1673	0.3069759792
1674	0.3069451661
1675	0.3069075104
1676	0.3068460801
1677	0.3067491226
1678	0.3067122907
1679	0.3066198359
1680	0.3065765994
1681	0.3065383853
1682	0.3064798415
1683	0.3064027083
1684	0.3063300681
1685	0.3062589271
1686	0.3061573656
1687	0.306125678
1688	0.3060878106
1689	0.3060367067
1690	0.3059790321
1691	0.3059105827
1692	0.3058929358
1693	0.3058388641
1694	0.3057933633
1695	0.3056608875
1696	0.3056360454
1697	0.30553842
1698	0.3054867457
1699	0.3054369423
1700	0.3054074086
1701	0.305335115
1702	0.3052742925
1703	0.3051706252
1704	0.3051327894
1705	0.3051016773
1706	0.3050483957
1707	0.3049588053
1708	0.3048961901
1709	0.3048598122
1710	0.3048204672
1711	0.3047669006
1712	0.3046790026
1713	0.304609421
1714	0.3045535229
1715	0.304482388
1716	0.3044319563
1717	0.304393251
1718	0.3043461763
1719	0.3042891833
1720	0.3042440077
1721	0.3041979535
1722	0.3041217119
1723	0.3040467628
1724	0.3039329607
1725	0.3038976451
1726	0.3038568614
1727	0.3038154693
1728	0.3037373039
1729	0.3036326826
1730	0.3035809472
1731	0.3035247993
1732	0.3034714225
1733	0.3034328955
1734	0.3033727854
1735	0.3033248616
1736	0.3032357448
1737	0.303217369
1738	0.3031888588
1739	0.3031277319
1740	0.303097525
1741	0.3030632398
1742	0.3030165259
1743	0.3029468438
1744	0.3028644552
1745	0.3028115375
1746	0.3027835622
1747	0.3026858077
1748	0.3026389851
1749	0.3025627963
1750	0.302520634
1751	0.3024604562
1752	0.3023942954
1753	0.3023752251
1754	0.3023131664
1755	0.3022293998
1756	0.3021935312
1757	0.3021306379
1758	0.3021084162
1759	0.302015061
1760	0.3019785435
1761	0.3019025813
1762	0.3018784057
1763	0.301855736
1764	0.3017936845
1765	0.3017318845
1766	0.3017023703
1767	0.30165012
1768	0.301623734
1769	0.3015590376
1770	0.3014929329
1771	0.3014332966
1772	0.3013776377
1773	0.3013190073
1774	0.3012634671
1775	0.3012163767
1776	0.301168993
1777	0.3010950715
1778	0.3010723401
1779	0.3010267319
1780	0.3009768116
1781	0.300927938
1782	0.3008794081
1783	0.3008339567
1784	0.3007989191
1785	0.3007545166
1786	0.3007052408
1787	0.3006321208
1788	0.3005896266
1789	0.3005426461
1790	0.3004980963
1791	0.3004547271
1792	0.3003657194
1793	0.3003010843
1794	0.3002415937
1795	0.3001707452
1796	0.3001226693
1797	0.3000597072
1798	0.3000101374
1799	0.2999333634
1800	0.2999033964
1801	0.2998593435
1802	0.2997681154
1803	0.2997096198
1804	0.2996232195
1805	0.2995801444
1806	0.2995453338
1807	0.2995048473
1808	0.2994263513
1809	0.2993731327
1810	0.2993595382
1811	0.2993064651
1812	0.2992314604
1813	0.2991686226
1814	0.299104664
1815	0.2990653876
1816	0.2990263628
1817	0.2989647167
1818	0.2989300585
1819	0.2988938505
1820	0.2988337559
1821	0.2988130742
1822	0.2987589726
1823	0.2987080343
1824	0.2986438845
1825	0.2985791197
1826	0.2985403961
1827	0.2984817372
1828	0.2984414171
1829	0.2984008118
1830	0.2983530314
1831	0.2982532984
1832	0.2982135639
1833	0.2981480087
1834	0.2981106329
1835	0.2980451214
1836	0.2979790309
1837	0.2979436709
1838	0.2979045722
1839	0.2978205756
1840	0.2977556987
1841	0.2976473511
1842	0.2976132429
1843	0.2975498496
1844	0.2975062663
1845	0.2974539814
1846	0.2973813329
1847	0.2973349675
1848	0.2972782364
1849	0.2972489701
1850	0.2971917676
1851	0.2971722903
1852	0.2971177829
1853	0.2970519427
1854	0.2970082361
1855	0.2969873532
1856	0.2969384947
1857	0.2968883091
1858	0.2968582099
1859	0.2968163287
1860	0.2967621154
1861	0.2967278064
1862	0.2966949855
1863	0.2966508435
1864	0.2966146886
1865	0.2965769319
1866	0.2965323608
1867	0.2964865998
1868	0.2964324718
1869	0.2963984498
1870	0.2963878832
1871	0.2963305803
1872	0.2962814665
1873	0.2962301998
1874	0.2961852649
1875	0.2960993616
1876	0.2960261322
1877	0.2959779435
1878	0.2959231456
1879	0.2958269134
1880	0.2957702113
1881	0.2957265524
1882	0.295672929
1883	0.2956316886
1884	0.2955870264
1885	0.2955366155
1886	0.2954707301
1887	0.2954278534
1888	0.2953779997
1889	0.2953297712
1890	0.2952670784
1891	0.2952223394
1892	0.2951714167
1893	0.2951198532
1894	0.2950688075
1895	0.2950058642
1896	0.2949676381
1897	0.2948593568
1898	0.2948230735
1899	0.2947742567
1900	0.2947276184
1901	0.2946710434
1902	0.2946116704
1903	0.2945782829
1904	0.2945431111
1905	0.2944944761
1906	0.2944513234
1907	0.2944166518
1908	0.2943591227
1909	0.2943267466
1910	0.2942773833
1911	0.2942485685
1912	0.2941997001
1913	0.2941457384
1914	0.2940967246
1915	0.2940698679
1916	0.2940065127
1917	0.2939352336
1918	0.293900433
1919	0.2938608014
1920	0.2938181623
1921	0.2937762581
1922	0.2937402995
1923	0.2937037166
1924	0.2936653453
1925	0.2936359309
1926	0.2935686715
1927	0.2935275669
1928	0.2934881239
1929	0.2934580255
1930	0.2933639317
1931	0.2933324243
1932	0.2932936679
1933	0.2932384082
1934	0.2931662477
1935	0.2931193497
1936	0.2930595684
1937	0.293019012
1938	0.292986975
1939	0.2929422786
1940	0.2928773086
1941	0.292841771
1942	0.2928063847
1943	0.2927639248
1944	0.2927059088
1945	0.292667497
1946	0.2926047021
1947	0.2925222943
1948	0.2924746325
1949	0.2924271111
1950	0.2923919196
1951	0.2923504472
1952	0.2922760875
1953	0.2922317222
1954	0.2921701571
1955	0.2921072849
1956	0.2920495893
1957	0.2920132688
1958	0.2919822227
1959	0.2919406547
1960	0.2918317213
1961	0.2917757799
1962	0.2917258845
1963	0.2916685895
1964	0.2916061097
1965	0.2915418118
1966	0.2914815671
1967	0.2914336871
1968	0.29139657
1969	0.291340596
1970	0.2912943595
1971	0.2912329362
1972	0.291212075
1973	0.2911916365
1974	0.2911443104
1975	0.2910814208
1976	0.2910107694
1977	0.2909628171
1978	0.2909149179
1979	0.2908701692
1980	0.2908479532
1981	0.2908026999
1982	0.2907515038
1983	0.2906841357
1984	0.2906359427
1985	0.2905823231
1986	0.2905293982
1987	0.290424934
1988	0.2904039133
1989	0.2903484735
1990	0.2903026952
1991	0.2902436087
1992	0.2902046776
1993	0.2901645314
1994	0.2901084465
1995	0.290067861
1996	0.290015748
1997	0.289967618
1998	0.2899287158
1999	0.2898706753
